YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,26.4,26.4,,,24.8,28.0,5190,,,Some college or technical school,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,29.0,29.0,,,27.4,30.6,6534,,,College graduate,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Education,College graduate,EDU,EDUCOGRAD
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,34.6,34.6,,,30.9,38.4,873,,18 - 24,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,23.9,23.9,,,21.6,26.4,1823,,25 - 34,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,21.1,21.1,,,19.2,23.2,2529,,35 - 44,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,22.7,22.7,,,20.8,24.6,2895,,45 - 54,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,21.5,21.5,,,19.7,23.4,3454,,55 - 64,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,20.3,20.3,,,18.9,21.8,5087,,65 or older,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,18.4,18.4,,,16.2,20.8,2529,,,,,"Less than $15,000",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Income,"Less than $15,000",INC,INCLESS15
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,16.0,16.0,,,13.9,18.3,2143,,,,,"$15,000 - $24,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,22.3,22.3,,,19.3,25.7,1555,,,,,"$25,000 - $34,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,21.7,21.7,,,19.2,24.5,1849,,,,,"$35,000 - $49,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,24.3,24.3,,,21.9,27.0,2195,,,,,"$50,000 - $74,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,30.9,30.9,,,29.2,32.7,5306,,,,,"$75,000 or greater",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,25.7,25.7,,,22.0,29.9,1084,,,,,Data not reported,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Income,Data not reported,INC,INCNR
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,27.3,27.3,,,26.1,28.4,10716,,,,,,Non-Hispanic White,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,24.4,24.4,,,20.0,29.4,624,,,,,,Non-Hispanic Black,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,18.7,18.7,,,17.1,20.5,3874,,,,,,Hispanic,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,21.2,21.2,,,18.2,24.6,850,,,,,,Asian,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,35.4,35.4,,,23.7,49.1,85,,,,,,Hawaiian/Pacific Islander,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,27.5,27.5,,,18.9,38.1,144,,,,,,American Indian/Alaska Native,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,33.8,33.8,,,27.0,41.3,313,,,,,,2 or more races,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q044,VALUE,06,Race/Ethnicity,Other,RACE,RACEOTH
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.1,36.1,,,35.1,37.2,16716,Total,,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Total,Total,OVR,OVERALL
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,37.4,37.4,,,35.8,39.0,6812,,,,Male,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Gender,Male,GEN,MALE
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.9,34.9,,,33.6,36.2,9904,,,,Female,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Gender,Female,GEN,FEMALE
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26.8,26.8,,,24.2,29.5,1864,,,Less than high school,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Education,Less than high school,EDU,EDUHS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.3,34.3,,,32.0,36.7,3047,,,High school graduate,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.6,39.6,,,37.9,41.4,5207,,,Some college or technical school,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.9,39.9,,,38.3,41.6,6545,,,College graduate,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Education,College graduate,EDU,EDUCOGRAD
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.6,39.6,,,35.9,43.4,877,,18 - 24,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,28.1,28.1,,,25.7,30.7,1833,,25 - 34,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,29.7,29.7,,,27.6,32.0,2545,,35 - 44,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.3,36.3,,,34.2,38.5,2910,,45 - 54,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.2,39.2,,,36.9,41.5,3454,,55 - 64,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,47.6,47.6,,,45.8,49.5,5097,,65 or older,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30.0,30.0,,,27.5,32.6,2542,,,,,"Less than $15,000",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Income,"Less than $15,000",INC,INCLESS15
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30.1,30.1,,,27.4,32.9,2153,,,,,"$15,000 - $24,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,37.6,37.6,,,34.2,41.2,1555,,,,,"$25,000 - $34,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,37.6,37.6,,,34.5,40.8,1858,,,,,"$35,000 - $49,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.5,36.5,,,33.8,39.3,2206,,,,,"$50,000 - $74,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,40.9,40.9,,,39.2,42.7,5314,,,,,"$75,000 or greater",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,38.7,38.7,,,34.6,43.1,1088,,,,,Data not reported,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Income,Data not reported,INC,INCNR
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,43.2,43.2,,,41.9,44.5,10743,,,,,,Non-Hispanic White,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,33.3,33.3,,,28.4,38.5,624,,,,,,Non-Hispanic Black,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,29.1,29.1,,,27.3,31.0,3897,,,,,,Hispanic,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,29.3,29.3,,,26.0,32.8,852,,,,,,Asian,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,38.3,38.3,,,27.0,51.0,86,,,,,,Hawaiian/Pacific Islander,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,50.6,50.6,,,40.0,61.1,144,,,,,,American Indian/Alaska Native,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.9,39.9,,,33.2,47.1,315,,,,,,2 or more races,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q045,VALUE,06,Race/Ethnicity,Other,RACE,RACEOTH
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.1,32.1,,,31.1,33.1,16777,Total,,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Total,Total,OVR,OVERALL
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,36.2,36.2,,,34.4,38.0,5227,,,Some college or technical school,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,36.7,36.7,,,35.0,38.4,6567,,,College graduate,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Education,College graduate,EDU,EDUCOGRAD
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,35.0,35.0,,,32.4,37.8,1831,,25 - 34,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.3,30.3,,,28.1,32.6,2540,,35 - 44,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.2,29.2,,,27.2,31.3,2909,,45 - 54,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.7,26.7,,,24.8,28.8,3477,,55 - 64,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.1,25.1,,,23.6,26.7,5145,,65 or older,,,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.7,26.7,,,24.2,29.3,2554,,,,,"Less than $15,000",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Income,"Less than $15,000",INC,INCLESS15
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.4,24.4,,,21.9,27.2,2154,,,,,"$15,000 - $24,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.7,29.7,,,26.3,33.2,1570,,,,,"$25,000 - $34,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.7,30.7,,,27.7,33.8,1862,,,,,"$35,000 - $49,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q046,VALUE,06,Income,"$35,000 - $49,999",INC,INC3550
